# Manual Glove insert chart GOP 01-02/26, Effective date 26/09/91  
# Powernette 260-2
# 1/2" Inserts Fingers and Thumb
# A full stop indicates repeat the preceding number in the line 
# 

# Cir, DIP, PIP, Thmmb

010 02 .  06
011 03 .  07
012 04 .  08
013 05 .  09
014 06 .  10
015 07 .  11
016 08 .  12
017 09 .  13

020 10 10 14
021 10 11 15
022 11 .  15
023 12 .  16
024 13 .  17
025 14 .  18
026 15 .  19
027 15 16 20

030 16 17 21
031 17 .  21
032 18 .  22
033 18 19 23
034 19 20 24
035 20 21 25
036 21 21 25
037 22 22 26

040 22 23 27
041 23 24 28
042 24 25 29
043 24 25 29
044 25 26 30
045 26 27 31
046 26 27 31
047 27 28 32

# Cir, Wrist, Palm, 1-1/2, 3, 4-1/2, 6, 7-1/2, 9 

034 032 032 032 .   .   033 .   .
035 033 033 033 .   .   .   034 .
036 034 034 034 .   .   .   .   .
037 035 035 035 .   .   .   .   .

040 036 035 036 .   .   .   .   .
041 037 036 037 .   .   .   .   .
042 040 037 040 .   .   .   .   .
043 041 040 041 .   .   .   .   .
044 042 041 042 .   .   .   .   .
045 042 .   042 043 .   .   .   .
046 043 042 043 044 .   .   .   .
047 044 043 044 .   045 .   .   .

050 045 044 045 .   .   046 .   .
051 046 045 046 .   .   .   047 .
052 047 046 047 .   .   .   050 . 
053 050 047 050 .   .   .   051 .
054 051 047 051 .   .   .   .   052
055 051 050 052 .   .   .   .   .
056 052 051 052 053 .   .   .   .
057 053 052 053 054 .   .   .   .

060 054 053 054 .   055 .   .   .
061 055 053 055 .   056 .   .   .
062 056 054 056 .   .   057 .   .
063 057 055 057 .   .   .   060 .
064 060 056 060 .   .   .   061 .
065 060 056 061 .   .   062 .   .
066 061 057 062 .   .   .   .   063
067 062 060 062 .   063 .   .   064

070 063 061 063 .   064 .   .   065
071 064 062 064 .   065 .   .   066
072 064 062 065 .   .   066 .   .  
073 065 063 066 .   .   067 .   .
074 066 064 067 .   .   070 .   .
075 067 065 067 070 .   .   071 .
076 070 065 070 071 .   .   072 .
077 071 066 071 072 .   .   073 .

080 072 067 072 .   073 .   074 .
081 072 070 073 .   074 .   .   075
082 073 070 074 .   075 .   .   076
083 074 071 075 .   .   076 .   077
084 075 072 075 076 .   077 .   080
085 076 072 076 077 .   080 .   .
086 076 073 077 080 .   .   081 .
087 077 074 080 .   081 .   082 .

090 080 075 081 .   082 .   083 .
091 081 075 081 082 .   083 084 .
092 082 076 082 083 .   084 .   085
093 082 077 083 084 .   085 .   086
094 083 077 084 .   085 086 .   087
095 084 080 085 .   086 087 .   090
096 085 081 085 086 087 090 .   091
097 086 081 086 087 090 .   091 092

100 086 082 087 090 091 .   092 .
101 087 083 090 .   091 092 093 .
102 090 084 091 .   092 093 094 .
103 091 084 091 092 093 094 .   095
104 092 085 092 093 094 095 .   096
105 092 085 093 094 095 .   096 097
106 093 086 094 .   095 096 097 100
107 094 086 095 .   096 097 100 101

110 095 087 096 .   097 100 101 .
111 095 087 096 097 100 101 102 .
112 096 090 097 100 101 102 103 .
113 097 091 100 .   102 103 .   104
114 100 092 101 .   102 104 .   105
115 100 092 101 102 103 105 .   106
116 101 093 102 103 104 105 106 107
117 102 094 103 104 105 106 107 110

120 103 095 104 .   106 107 110 .
121 103 095 104 105 106 110 .   111
122 104 096 105 106 107 111 111 112
123 105 097 106 107 110 111 112 113
124 106 100 107 110 111 112 113 114
125 106 100 107 110 112 113 114 115
126 107 101 110 111 112 114 115 116
127 110 102 111 112 113 115 116 117

#EOF



