!,Version Number Major,Version Number Minor,Version Number Build,,,
~Drawing Details File,1,5,2,,,
!Part #,Length,Width,Height,3D filename,2D filename,2DEO filename
107603,738.2,60,990,107603xyz.dwg,107603xz.dwg,107603yz.dwg
107610,520,520,70,107610xyz.dwg,,
107611,760,38,38,107611xyz.dwg,107611xz.dwg,107611yz.dwg
107612,1244,38,38,107612xyz.dwg,107612xz.dwg,107612yz.dwg
107618,1803,38,38,107618xyz.dwg,107618xz.dwg,107618yz.dwg
107624,2413,38,38,107624xyz.dwg,107624xz.dwg,107624yz.dwg
107829,1219,46,990,107829xyz.dwg,107829xz.dwg,107829yz.dwg
107830,1219,46,990,107830xyz.dwg,107830xz.dwg,107830yz.dwg
107831,1775,46,990,107831xyz.dwg,107831xz.dwg,107831yz.dwg
107832,2435,46,990,107832xyz.dwg,107832xz.dwg,107832yz.dwg
107850,2856,564,150,107850xyz.dwg,107850xz.dwg,107850yz.dwg
107851,2856,564,150,,,
107852,2856,564,150,,,
109000,150,80,80,,,
109005,500,48,48,,,
109010,1000,48,48,109010xyz.dwg,109010xz.dwg,109010yz.dwg
109015,1500,48,48,109015xyz.dwg,109015xz.dwg,109015yz.dwg
109020,2000,48,48,109020xyz.dwg,109020xz.dwg,109020yz.dwg
109025,2500,48,48,109025xyz.dwg,109025xz.dwg,109025yz.dwg
109030,3000,48,48,109030xyz.dwg,109030xz.dwg,109030yz.dwg
109108,752,48,48,109108xyz.dwg,109108xz.dwg,109108yz.dwg
109112,1152,48,48,109112xyz.dwg,109112xz.dwg,109112yz.dwg
109118,1752,48,48,109118xyz.dwg,109118xz.dwg,109118yz.dwg
109124,2352,48,48,109124xyz.dwg,109124xz.dwg,109124yz.dwg
109208,752,48,48,109208xyz.dwg,109208xz.dwg,109208yz.dwg
109212,1152,48,48,109212xyz.dwg,109212xz.dwg,109212yz.dwg
109218,1752,48,48,109218xyz.dwg,109218xz.dwg,109218yz.dwg
109224,2352,48,48,109224xyz.dwg,109224xz.dwg,109224yz.dwg
109313,1332,60,60,109313xyz.dwg,109313xz.dwg,
109315,1614,60,60,109315xyz.dwg,109315xz.dwg,
109319,1973,60,60,109319xyz.dwg,109319xz.dwg,
109327,2743,60,60,109327xyz.dwg,109327xz.dwg,
109331,3177,60,60,109331xyz.dwg,109331xz.dwg,
109335,3518,60,60,109335xyz.dwg,109335xz.dwg,
109400,150,80,80,109400xyz.dwg,109400xz.dwg,109400yz.dwg
109408,745,230,64,109408xyz.dwg,109408xz.dwg,109408yz.dwg
109412,1145,230,64,109412xyz.dwg,109412xz.dwg,109412yz.dwg
109418,1745,230,64,109418xyz.dwg,109418xz.dwg,109418yz.dwg
109424,2345,230,64,109424xyz.dwg,109424xz.dwg,109424yz.dwg
109508,745,230,64,,,
109512,1145,230,64,,,
109518,1745,230,64,,,
109524,2345,230,64,,,
109601,250,60,230,109601xyz.dwg,109601xz.dwg,109601yz.dwg
109602,508,60,445,109602xyz.dwg,109602xz.dwg,109602yz.dwg
109603,800,60,990,109603xyz.dwg,109603xz.dwg,109603yz.dwg
109610,520,520,70,,,
109611,800,38,38,109611xyz.dwg,109611xz.dwg,109611yz.dwg
109612,1200,38,38,109612xyz.dwg,109612xz.dwg,109612yz.dwg
109618,1800,38,38,109618xyz.dwg,109618xz.dwg,109618yz.dwg
109624,2400,38,38,109624xyz.dwg,109624xz.dwg,109624yz.dwg
109810,1130,50,50,109810xyz.dwg,109810xz.dwg,109810yz.dwg
109837,1085,46,1000,109837xyz.dwg,109837xz.dwg,109837yz.dwg
109838,1700,46,1000,109838xyz.dwg,109838xz.dwg,109838yz.dwg
109839,2300,46,1000,109839xyz.dwg,109839xz.dwg,109839yz.dwg
109841,651,46,1000,109841xyz.dwg,109841xz.dwg,109841yz.dwg
109850,2856,564,150,109850xyz.dwg,109850xz.dwg,
147000,0,20,0,,,
147003,0,20,0,,,
SP7001,648,648,48,SP7001xyz.dwg,,SP7001yz.dwg
SP7002,648,648,48,SP7002xyz.dwg,,SP7002yz.dwg
SP7003,250,250,70,SP7003xyz.dwg,,
SP7004,800,800,70,SP7004xyz.dwg,,
SP7005,250,520,70,SP7005xyz.dwg,,
SP7006,250,800,70,SP7006xyz.dwg,,
SP7007,520,800,70,SP7007xyz.dwg,,
SP7008,520,250,70,SP7008xyz.dwg,,
SP7009,800,250,70,SP7009xyz.dwg,,
SP7010,800,520,70,,,
SP7011,1677,48,48,SP7011xyz.dwg,,SP7011yz.dwg
SP7012,225,2700,38,SP7012xyz.dwg,,SP7012yz.dwg
SP9001,648,648,48,,,
SP9002,648,648,48,,,
SP9003,250,250,70,,,
SP9004,800,800,70,,,
SP9005,250,520,70,,,
SP9006,250,800,70,,,
SP9007,520,800,70,,,
SP9008,520,250,70,,,
SP9009,800,250,70,,,
SP9010,800,520,70,,,
SP9011,2019,60,60
TEXT,200,200,200
